"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","Diabetes_Incidence","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"945",12.7,85.8,6.2,2.5,6.5,10.4,0.2,0.5,0.2,1.7,137.65,5.6,15.7,15.3,9.8,0.1306406779,0.349,8.3,0.238,0.0616288244,0.143152704,0.067567568,0.50272104,0.193915656,0.000350508,0.464496249,"Iowa"
"946",16.6,85.7,6.8,4.1,7.9,11.1,0.8,0.6,0.4,2.7,137.24,5.8,16.1,15.6,9.5,0.118802585,0.342,7.6,0.257,0.0535179961,0.136231413,0.055746141,0.498015085,0.21087204,0.000461589,0.645113556,"Iowa"
"947",15.4,91.2,4.1,2.4,4.5,11.1,0.7,0.5,0.9,3.2,142.04,5.2,15.3,14.8,6.2,0.1114895391,0.385,8.7,0.286,0.0476705491,0.1516038119,0.084481175,0.496794016,0.22831244,0.000606306,0.601035925,"Iowa"
"948",10.6,88.3,7.6,2.4,4.4,9.4,2.5,0.9,0.2,17.9,137.8,6.7,13.4,18.6,7.7,0.1460449987,0.328,8.6,0.234,0.0661437472,0.1510058182,0.06961039,0.501443875,0.215937001,0.000511497,0.825546848,"Iowa"
"949",12.1,88.9,8.6,4.8,6.2,10,1.3,0.1,0.3,8.1,134.82,4.6,15.8,14.3,7.3,0.1245135977,0.342,8.8,0.288,0.0795477903,0.1421252998,0.045009785,0.490270449,0.194398153,0.000487488,0.6272052,"Iowa"
"950",10.9,92.7,7.1,1.5,3.6,7.6,6.8,4.6,0.3,8.4,150.59,7.3,11.7,21.9,8.5,0.130478085,0.295,8.3,0.21,0.0571917571,0.1744367231,0.072510229,0.507818878,0.212704011,0.000964271,0.908575608,"Iowa"
"951",14.2,83.1,9.8,2.9,5.3,9.8,4.7,1.4,0.3,5,138.04,6.5,14.6,19.8,7.2,0.1445906277,0.317,7.6,0.291,0.05829692,0.1685277885,0.067857143,0.482498844,0.207362609,0.000431604,0.853865783,"Iowa"
"952",7.7,94.8,5,1.7,3.5,6.6,2.3,8,0.2,3.5,167.64,3.7,9.2,35.6,8.5,0.1346437554,0.27,7,0.197,0.0499042095,0.1452000958,0.056305615,0.477649604,0.238658776,0.000708178,0.909584329,"Iowa"
"953",12.6,88.3,9.7,2,4.3,8.4,3.6,2.8,2,16.6,137.63,9,12.3,19.9,8.5,0.1595314202,0.348,7.9,0.281,0.0833401269,0.1682738749,0.070396443,0.503565904,0.191837819,0.000661594,0.943967036,"Iowa"
"954",12,89.2,9.7,2.2,4.8,8.9,9.5,2.4,0.4,4.4,145.31,6.3,12.4,24.3,8.2,0.1238972875,0.306,7.1,0.252,0.06440653,0.154713746,0.072222687,0.50969873,0.224139917,0.000906673,0.865588527,"Iowa"
"955",10.8,87.4,3.6,3.1,7,10.4,0.6,0.3,0.1,1.3,145.2,4.3,14.4,15.7,7.2,0.0997780336,0.316,8.8,0.264,0.0434520217,0.1267424858,0.065359477,0.50710631,0.203946502,0.000241255,0.790572553,"Iowa"
"956",11.9,85.3,5.5,3.4,6,10.7,2.1,1,0.1,2,138.09,3.7,14.8,16.2,8.3,0.1229230366,0.376,8.2,0.253,0.0545045045,0.1568407395,0.059852051,0.479720143,0.206566392,0.000439754,0.799496075,"Iowa"
"957",12.6,84.4,3.6,4.1,7.5,10.1,0.3,0.5,0.5,1.5,136.36,5.4,15,15.8,7.1,0.1121691901,0.314,8.3,0.232,0.0751950816,0.1370623336,0.047841307,0.506828951,0.200688773,0.000184638,0.707962138,"Iowa"
"958",13.7,88.7,10.6,2.9,7.1,10.9,0.1,0.2,0.9,3.8,136.44,6.3,15.5,15,7.5,0.1477322999,0.371,7.7,0.317,0.0662251656,0.1630601114,0.068292683,0.511589242,0.193099749,0.000586281,0.814804469,"Iowa"
"959",11.9,89.4,5.9,3.6,4.8,9.6,1,0.7,0.5,5.2,140.4,5.7,14.6,15.4,6.9,0.1217491321,0.337,9,0.259,0.0497117801,0.138119866,0.064889336,0.504365079,0.21401298,0.000403226,0.757264068,"Iowa"
"960",12.2,86.7,6.3,2.6,5.2,10.1,0.2,0.3,0.4,1.6,139.59,5,13.4,16.1,8.6,0.1156010786,0.33,8.4,0.279,0.0537752161,0.1575550393,0.053286853,0.503096418,0.22441765,0.000284873,0.753411585,"Iowa"
"961",13.3,83,8.4,2.9,6,10.4,2.8,0.7,0.3,3.1,136.18,6.8,15,16.2,8.9,0.1460143937,0.323,7.8,0.273,0.0470208837,0.1625653319,0.076450344,0.509163161,0.194188711,0.000544297,0.82408991,"Iowa"
"962",14.1,82.2,11.9,3.2,6.6,9.9,1.8,0.7,0.3,3,141.06,3.9,12.8,21.9,8.7,0.1721873349,0.369,7.8,0.292,0.0757651781,0.1803565168,0.064417178,0.495516521,0.190531947,0.000364964,0.774861062,"Iowa"
"963",11.2,81.4,7.4,3.5,6.6,12.2,1.3,0.6,0.3,6.6,132.96,4.2,15.3,15.4,7.8,0.124522314,0.338,8.6,0.241,0.0785413745,0.1423631429,0.051805338,0.4897724,0.196687182,0.000504105,0.716120028,"Iowa"
"964",10.2,91.6,7.1,2.2,4.6,8.8,5.5,2.3,0.2,3.2,150.05,6.2,12.5,20.3,8.3,0.121750837,0.333,8.3,0.236,0.0460680751,0.1466959012,0.066749201,0.505979852,0.207472504,0.000636607,0.911852708,"Iowa"
"965",7.2,94.5,2.9,1.6,3.4,6.9,1.9,4.5,0.1,6.1,163.27,4.4,10,19.5,6.4,0.107707092,0.278,9.1,0.219,0.0420683734,0.1276189393,0.065955383,0.507667187,0.232372341,0.000599004,0.855779844,"Iowa"
"966",15.4,85.9,6.5,4.6,6.3,9.6,1.3,1,0.2,4.9,136.73,3.2,15.1,16.1,6.4,0.1237070332,0.344,8.2,0.222,0.0608624454,0.1494676578,0.052586938,0.499215407,0.206213704,0.000572082,0.81018197,"Iowa"
"967",10,87.7,4.7,3.2,5.6,8.6,0.6,0.7,0.2,20.5,131.96,6.7,13.3,18.4,9.3,0.1449349849,0.298,7.2,0.251,0.1338695777,0.1501011927,0.067146283,0.496204934,0.153140876,0.000461894,0.401311475,"Kansas"
"968",19,84.5,12.5,2.8,6,10.5,5,1,3.3,6.8,137.27,4.8,14,18,10.1,0.1727817846,0.376,6.9,0.297,0.1182420782,0.1866928044,0.073566879,0.506565687,0.157421286,0.000330192,0.719094472,"Kansas"
"969",11.7,89.6,7,2.3,7.3,9.4,2.5,0.1,1.1,7.2,146.47,5.9,14.7,17.4,6.9,0.1363004417,0.35,7.9,0.31,0.1063383971,0.1515038534,0.047767394,0.503338898,0.166101091,0.000825508,0.797949462,"Kansas"
"970",18.9,89.7,8.1,3.4,9.9,13.6,0.6,0.1,0.8,7.2,143.14,1.9,15.5,15.2,7,0.1387779572,0.342,7.8,0.306,0.1256921373,0.1430683562,0.121052632,0.493919184,0.142771318,0.000399042,0.590313617,"Kansas"
"971",16.7,86.3,6.2,3.1,6.7,10.8,3.2,1.3,0.9,6.2,138.08,4.3,14.2,20.7,9.2,0.1311989243,0.341,7.7,0.301,0.0894811994,0.1445520765,0.06323185,0.43283818,0.175737453,0.000472962,0.635062337,"Kansas"
"972",13.5,93.7,11.9,1,2.4,4.8,18.7,3,1.2,16.2,143.34,10.1,5.9,34.1,11.7,0.1698634473,0.352,6.4,0.26,0.0856217264,0.1809620679,0.069265865,0.468751756,0.177453644,0.000324062,0.74224434,"Kansas"
"973",9.7,85.9,11.2,1.6,3.4,5.7,2,1.4,0.9,55.1,124.92,6.6,10.8,21.1,10.3,0.2165349843,0.324,9,0.29,0.1890678022,0.169167943,0.069112628,0.482323158,0.153829007,0.00049224,0.816680454,"Kansas"
"974",15.4,86.1,4.6,4.3,6.6,10.5,0.3,0.4,0.1,2.5,136.81,2.9,16.2,14.6,9.2,0.1336165063,0.327,8.1,0.272,0.0889923684,0.1514557017,0.077647059,0.504168361,0.150112984,0.000603865,0.529702481,"Kansas"
"975",17.8,84.4,13.6,3.3,5.8,11.1,1,0.7,0.3,3.6,139.1,5.8,14.5,15.9,10.9,0.1620845778,0.368,6.2,0.297,0.093418259,0.1635792051,0.056420234,0.509831682,0.149058163,0.000629079,0.767481864,"Kansas"
"976",17,87.6,9.5,3,5.3,9.8,3.3,1.6,1.5,10.9,139.96,6.7,12.9,18.4,8.7,0.1648433065,0.364,6.9,0.274,0.1108407,0.1840097142,0.073432083,0.499090985,0.143918163,0.000530904,0.75715348,"Kansas"
"977",24.5,79.3,15.9,3.1,10.6,15.2,0.4,0.5,1.7,4.6,133.56,3,17.7,10.7,10.3,0.1640897757,0.34,4.2,0.276,0.1347826087,0.1602926605,0.071428571,0.504907735,0.129246672,0.000383877,0.290423317,"Kansas"
"978",14.5,86.8,6.3,2,4.5,9.9,0.9,0.4,0.6,4.2,138.69,5.1,14.4,17.2,8.4,0.1497770477,0.338,6.7,0.29,0.0810746553,0.2013911819,0.063791554,0.501408451,0.161082578,0.000507634,0.585526316,"Kansas"
"979",15.6,88.9,7,3.5,7.1,11.4,0.1,1.9,0.3,7.9,146.32,3.5,18.1,14.3,7.9,0.1137926193,0.322,8.2,0.262,0.1201956674,0.128767492,0.071428571,0.507486631,0.156836365,0.001584786,0.533402923,"Kansas"
"980",16.2,84.7,11,3,5.6,10.1,2,0.8,0.7,11.4,141.08,3.7,14.1,19.9,8.6,0.148867391,0.35,8,0.292,0.117500655,0.1603276552,0.054524362,0.494049436,0.167705725,0.000400922,0.685609442,"Kansas"
"981",14.5,85.7,8,3.3,7.7,10,0.3,0.1,1.1,13.3,141.75,5,15.8,16.4,7.3,0.1722931852,0.356,7.9,0.304,0.1635710006,0.1658539887,0.035608309,0.484790875,0.139070021,0.000472144,0.675231012,"Kansas"
"982",17.6,86.8,8.9,2.2,6.3,11,0.6,0.2,0.2,3.2,137.33,5.1,16.3,15.1,12,0.1391364626,0.357,7.9,0.291,0.0908379013,0.1548358278,0.062132662,0.498706053,0.166733035,6.31034e-05,0.64927892,"Kansas"
"983",16.5,88.9,8.8,3.2,5.6,12,0.8,0.1,0.3,2.7,141.87,7,15.5,16.9,10.3,0.1331564824,0.326,7.4,0.27,0.0772788304,0.1555831053,0.060064935,0.510257322,0.161672578,0.000954199,0.549819788,"Kansas"
"984",15.7,88.1,12.7,2.1,4.6,8.5,2.3,1.9,0.4,5.7,146.79,6.6,11.4,26.1,9.8,0.1727868099,0.346,6.3,0.282,0.1086820346,0.1888213665,0.068619007,0.501251149,0.173905761,0.000790474,0.785455103,"Kansas"
"985",21,79.6,9.3,3,8.1,13.6,0.2,0.2,0.1,3.9,137.52,5.8,16.7,13.5,8.6,0.1765896714,0.348,6.6,0.316,0.1035218783,0.1664574212,0.053691275,0.49764266,0.139163503,0.000480461,0.608760652,"Kansas"
"986",8.8,91.9,4.7,1.2,3.5,7.6,46,3.2,0.6,5.8,146.46,8.6,12.9,19.2,10.9,0.128894082,0.35,8.2,0.217,0.0496214199,0.144688463,0.093205846,0.517662725,0.163805485,0.000403541,0.789049546,"Maryland"
"987",11.7,91.9,3.2,2.2,4.5,9.7,3.5,1.9,0.3,3.5,152.06,4.3,14.9,17.3,7.6,0.1081256149,0.294,9.4,0.22,0.0435389702,0.1281733429,0.063066233,0.505970559,0.178911842,0.000495147,0.893438798,"Maryland"
"988",10.8,93.3,3.1,1.9,5.4,11.1,6.7,1,0.1,3.9,152.83,4.2,15.6,15.7,7.4,0.1126515918,0.292,9.3,0.23,0.0582541359,0.1355249752,0.071997549,0.503852521,0.201359372,0.000368068,0.814741203,"Maryland"
"989",12,90.7,6.2,1.3,3.8,7.5,14.6,2.6,0.1,5.2,147.48,6.8,12.9,20.5,10.6,0.1133292234,0.342,8.8,0.242,0.0503283883,0.1474343598,0.061892839,0.500928171,0.178523009,0.000376976,0.62257135,"Maryland"
"990",17.4,85.1,10.7,2.1,6.8,12.1,26.6,1.1,0.1,5.6,137.5,9.7,15.4,17.2,13.3,0.1793631167,0.351,7.4,0.328,0.0861686822,0.2020955538,0.102477478,0.52476905,0.146520968,0.000339674,0.721626096,"Maryland"
"991",15.7,86.3,9.1,2.1,5.3,9.4,10.6,1.8,0.1,5.1,138.35,6.1,13.4,19,12,0.1464631195,0.341,8.1,0.264,0.0689956846,0.1682416154,0.086555866,0.491496553,0.158180618,0.000588294,0.771043885,"Maryland"
"992",12.2,89.5,8.6,1.6,4.8,9,25.9,3.1,0.3,5.2,142.37,8,12.8,21.7,11.4,0.1644277694,0.364,7.3,0.273,0.0814203217,0.1490961181,0.08718305,0.524766761,0.151342355,0.000674026,0.847102792,"Maryland"
"993",13.7,90.8,6.4,1.5,4.2,9.5,6.8,1.4,0.1,4.4,140.51,6.4,14.7,18.1,9.3,0.1417556178,0.301,8.5,0.288,0.0617381451,0.1879795691,0.077086192,0.50296775,0.178001915,0.000361392,0.792785932,"Maryland"
"994",14.8,87.6,9.4,1.9,4.7,9.4,14.1,0.7,0.4,7.3,133.71,8.6,14.3,18,12.6,0.177586111,0.37,8.5,0.293,0.0871882873,0.2126635749,0.082132565,0.509041096,0.16214965,0.000368335,0.394786185,"Maryland"
"995",12,90.6,13.7,1.6,3.4,6.7,22.4,8.9,0.3,22.9,155.85,7.6,10.4,32.9,8.3,0.1662443644,0.21,8.1,0.19,0.0463510574,0.1422831888,0.086740491,0.515852492,0.256580392,0.001498482,0.999131607,"Massachusetts"
"996",10,91.4,2.6,2.3,6.1,14.9,4.7,0.3,0.8,3.6,160.42,4.3,16.2,13.9,7,0.1178772555,0.209,8.7,0.194,0.0410656462,0.1341422167,0.059620596,0.508755654,0.215326448,0.000693682,0.84348352,"Massachusetts"
"997",9.3,93.1,4.6,2.2,4.4,8.5,5.3,11.9,0.2,8,170.35,4.7,12.9,22.4,6.4,0.1125760368,0.225,8.9,0.203,0.029140311,0.1126355277,0.072311228,0.511033644,0.203502859,0.001268659,0.969665721,"Massachusetts"
"998",14,88.3,8.6,2.5,4.7,9.5,4.3,2.3,0.1,8,141.26,7.6,13.9,19.4,8,0.1472851152,0.291,8.3,0.267,0.0366336135,0.1811531791,0.079200964,0.515322644,0.204296013,0.000547801,0.912543659,"Massachusetts"
"999",15.8,86.4,12.5,2.4,4.7,9.3,8.9,2.4,0.2,25.2,141.31,9.5,13.6,20.5,7.9,0.1838675946,0.276,8.4,0.249,0.0402106879,0.1829359785,0.081207126,0.516529446,0.196731513,0.000701098,0.944337526,"Massachusetts"
"1000",11.8,91.1,7.6,2.6,4.6,9.6,4.3,3.4,0.2,20.9,152.8,7.3,14.2,18.9,8.2,0.1373832,0.256,8.9,0.224,0.03427422,0.1370237,0.07592906,0.5180163,0.1918446,0.000782173,0.9520439,"Massachusetts"
"1001",15.6,89.5,5.2,2.4,5.4,13.3,1.5,1.3,0.3,4,154.49,5.3,17.3,16.9,6.7,0.1342968,0.233,8.5,0.186,0.03035065,0.1605309,0.05876866,0.5121906,0.2069363,0.00079319,0.7587709,"Massachusetts"
"1002",12.1,91,6.6,2.1,4.3,8.9,5,4.9,0.3,11.5,151.47,5.9,14.1,19.6,8,0.1407456,0.272,8.5,0.221,0.02942458,0.1586275,0.07548728,0.506488,0.2104492,0.001029351,0.9366616,"Massachusetts"
"1003",10.7,92.9,5.5,2.1,4.4,10.1,2.6,5.3,0.2,5.6,165.28,5.1,13.3,25.2,6.2,0.1120931,0.203,7.9,0.177,0.02699042,0.137708,0.05881574,0.5342859,0.2413966,0.001394986,0.8402518,"Massachusetts"
"1004",18.6,86.1,14.7,2.2,5.4,10.1,6,1,14.2,1.9,139,6.4,13.7,22.2,8.8,0.1866653,0.35,7.2,0.278,0.1014675,0.2194302,0.05499394,0.4478316,0.2087203,0.000683617,0.8504154,"Michigan"
"1005",14.1,89.8,7.9,2,5.1,10.4,2.4,0.6,0.2,3.6,139.45,5.3,15.5,17.2,8.5,0.1370458,0.325,8.4,0.262,0.05888106,0.1679276,0.0730144,0.5057638,0.2201322,0.000314238,0.8429756,"Michigan"
"1006",11.5,93.8,5.4,2.1,4.6,9.7,13.6,7.5,0.3,4.1,162.59,5,14.3,19,7.8,0.1191991,0.264,8,0.194,0.06371504,0.1457851,0.08214251,0.5122471,0.199158,0.001448116,0.9360783,"Michigan"
"1007",14.7,82.7,11.2,2.1,5.8,11.2,0.7,0.4,0.4,2.3,134.59,5.5,15.3,17.1,7.8,0.1608351,0.323,8.2,0.281,0.07880674,0.1973585,0.06806564,0.50142,0.1897587,0.000282972,0.6850797,"Michigan"
"1008",15.3,87.6,11.6,2,4.8,9.7,13.6,0.6,0.8,5.7,138,8.4,14.2,19.1,11.5,0.1776001,0.341,6.5,0.258,0.07142857,0.2053035,0.09463936,0.5024855,0.200208,0.000625036,0.8055207,"Michigan"
"1009",13.1,91.4,2.6,3.4,9.1,17.5,0.5,0.6,3.1,4.4,161.04,2.4,18.5,13.4,7.2,0.1250175,0.291,9,0.228,0.08578573,0.1399129,0.05826907,0.5090742,0.1870695,0.000318457,0.6404551,"Michigan"
"1010",13.7,90.5,7.3,1.6,5.2,10.9,1.3,0.6,0.3,4.7,136.88,4.1,16.2,16.3,6.7,0.1378373,0.324,8.5,0.239,0.07405315,0.1830985,0.06924031,0.4932533,0.2196352,0.000362102,0.722087,"Michigan"
"1011",18.7,84.2,10.7,2.3,6.6,12.1,0.5,0.3,0.3,3.7,131.73,5,16,15.3,7.6,0.1594539,0.301,8.3,0.245,0.0904976,0.1816018,0.06885137,0.5021131,0.2105383,0.00026522,0.4829986,"Michigan"
"1012",19.5,80.3,9.1,3.4,11.4,20.6,0.5,0.4,0.8,1.5,135.41,1.7,21.2,8.3,7.1,0.1643215,0.329,7.2,0.231,0.08683614,0.1730135,0.07207207,0.4934867,0.1585345,0.000166472,0.4120944,"Michigan"
"1013",10.5,92.9,4.9,2.1,4.1,8.4,1.5,2.7,0.3,9.8,149.66,5,12,21.2,7.6,0.1294124,0.293,8.3,0.203,0.0577815,0.1476477,0.05900608,0.506845,0.2094326,0.000621529,0.8911187,"Michigan"
"1014",22.8,83.2,12.1,3.9,12,19.9,0.4,0.2,0.6,1.5,134.87,2.5,20.1,10.3,7.3,0.1556915,0.318,8.1,0.243,0.09327908,0.1649539,0.06382979,0.4954598,0.1704717,0.000579766,0.6771157,"Michigan"
"1015",11.5,90,9.1,1.7,3.8,9,4.6,0.4,0.2,4.8,134.81,6.9,13.5,19.4,8.3,0.1569043,0.375,8.5,0.221,0.06377439,0.1907474,0.06699124,0.4621217,0.2165257,0.000311415,0.6892575,"Michigan"
"1016",18.3,87.2,12.5,1.8,5.7,12.3,1,0.5,0.9,2,130.6,4.8,16.1,16.3,8.4,0.1508653,0.331,8.1,0.229,0.08994134,0.1985908,0.06661116,0.4879221,0.2003382,0.000405562,0.7229639,"Michigan"
"1017",15.7,87.7,12,2.8,5.5,10.9,14.6,1.9,0.4,5.5,144.85,7.4,14.6,17.5,8.2,0.1623546,0.329,7.2,0.263,0.08767307,0.1957313,0.08223684,0.5094345,0.1985823,0.000814817,0.8476147,"Michigan"
"1018",23.3,83.9,12.1,2.7,8,14.5,0.3,0.7,1.1,2.1,130.51,4.2,18.3,14.1,8.2,0.1782943,0.362,8.1,0.263,0.09389401,0.1905726,0.06564886,0.5032051,0.1737144,0.000334336,0.7204479,"Michigan"
"1019",16.1,85.6,9.9,2.3,5.4,10.9,0.7,0.5,0.5,2,135.79,6,15,17,9.9,0.1636049,0.324,8,0.214,0.07349873,0.2171048,0.06701754,0.5015529,0.1986915,0.001030209,0.7938598,"Michigan"
"1020",20.4,89.5,10.5,2,8.5,14.5,0.7,0.9,0.3,2,138.11,4.4,18.4,13.9,8.3,0.1507194,0.32,7.8,0.236,0.07655872,0.1881546,0.0997537,0.4947613,0.1965813,0.000941961,0.9901947,"Michigan"
"1021",17.8,84.4,7.6,2.8,7.2,12,0.6,0.7,0.9,1.6,144.6,5.4,16.9,15.5,7.6,0.1441401,0.291,7.6,0.225,0.06408236,0.1932209,0.07968127,0.5009986,0.1963777,0.000930665,0.9086671,"Michigan"
"1022",16.5,83.8,9.2,3.5,7.6,13.6,0.5,0.6,0.2,2.4,133.43,4,17.1,14.4,8.4,0.1421311,0.304,7.7,0.259,0.08214641,0.1743875,0.07065473,0.5058924,0.1946633,0.000721388,0.6173078,"Michigan"
"1023",13,92.2,11,1.7,3.4,8,11.7,6.8,0.4,7.8,155.49,6.3,11.5,27.9,8.4,0.1698499,0.298,6.8,0.211,0.07671371,0.1837355,0.08223082,0.5132841,0.2362891,0.001059126,0.9385785,"Michigan"
"1024",16.7,86.4,10.6,1.9,7.7,13.4,0.9,0.6,1,4.6,141.91,5.4,16.5,15.4,8.6,0.1649726,0.307,8.2,0.249,0.0759839,0.1813837,0.07492654,0.5007619,0.1924095,0.000799083,0.8120188,"Michigan"
"1025",18.1,82.4,8.7,3,7.4,13.3,0.3,0.4,2.3,1.8,135.41,5.2,17.4,14.4,7.7,0.1463205,0.341,7.2,0.245,0.06793881,0.1850321,0.05007052,0.4923758,0.1953055,0.000509597,0.6684839,"Michigan"
"1026",18.5,86.1,9.8,1.4,6.9,12.1,0.6,0.2,0.5,2.9,132.71,4.3,15.3,16,10.1,0.1610136,0.307,8.3,0.239,0.09220276,0.1997042,0.05637255,0.4905973,0.2127356,0.000268402,0.6407839,"Michigan"
"1027",15.9,85.7,10.7,1.9,5.2,10.2,2.2,0.5,0.3,7.9,132.58,6.2,14.2,17.7,10.6,0.1683923,0.313,8.2,0.311,0.08720087,0.1956747,0.07537601,0.5015694,0.2013656,0.000327772,0.5729505,"Michigan"
"1028",15.1,88.2,10.4,1.8,5,10.7,3.3,0.7,1,11.5,137.64,5.8,15.2,16.5,9.4,0.1736444,0.324,8.4,0.25,0.09092226,0.1973142,0.07151819,0.5024793,0.2004904,0.000492827,0.5922002,"Michigan"
"1029",20.1,81.6,11.6,2.1,7.7,14.6,0.4,0.4,1.3,2,131.12,4.8,18.6,14.3,8,0.1721115,0.328,7,0.269,0.08677331,0.2090435,0.0857461,0.4937178,0.1902729,0.000393159,0.7012391,"Michigan"
"1030",12.3,88.4,5.2,2.4,4.8,10.8,0.7,0.6,0.4,3,139.1,5.3,15.6,16.5,8.4,0.139123,0.322,8.9,0.22,0.06206256,0.1806908,0.06427573,0.497119,0.2067362,0.000337189,0.5666267,"Michigan"
"1031",17.7,81.7,7.1,4.7,9.1,16.3,0.5,0.6,1.7,2.1,137.25,4.7,19.4,12.1,7.7,0.161556,0.293,8,0.194,0.07859825,0.1859715,0.08112324,0.5037963,0.1704178,0.00070497,0.7649996,"Michigan"
"1032",22.3,84,10.5,3.2,7.6,15.7,0.4,0.4,7,1.1,133.74,3.1,19.4,12,7.2,0.1738275,0.303,6.8,0.256,0.09806176,0.2016419,0.07956989,0.5051869,0.1763192,0.000856479,0.813789,"Michigan"
"1033",15.8,87.4,17.1,2,4.3,8.8,38.7,3.4,0.3,5.9,139.86,9.4,13.3,20.4,11,0.1883605,0.331,6.6,0.259,0.08410635,0.2045851,0.1055591,0.5187559,0.1996728,0.000680371,0.9338157,"Michigan"
"1034",12.4,92.4,6.3,3.1,4.6,11.4,0.9,0.6,1,2.9,153.76,5.3,15.4,18.3,5.9,0.1157363,0.277,8.4,0.198,0.06472602,0.1532878,0.06751965,0.5061574,0.2371074,0.001385918,0.8654381,"Michigan"
"1035",17.9,87.4,11.2,2.4,9.1,15.8,3.4,0.7,16.1,1.8,141.35,4.4,18.8,14.4,7.8,0.1891924,0.301,6.8,0.237,0.1225466,0.1928148,0.08261618,0.4891867,0.1767801,0.001010101,0.8801404,"Michigan"
"1036",17.4,86.7,14.3,2,5.1,9.8,19.9,1,0.3,3.4,139.67,8.5,14.3,18.4,10.5,0.1993315,0.312,6.7,0.272,0.06762276,0.2082692,0.1034374,0.5178077,0.1880959,0.000912744,0.8496418,"Michigan"
"1037",19.8,86.9,13.5,2.6,5.3,10.5,4.8,0.2,0.8,4.5,136.72,7.8,14.8,17.3,10.5,0.1717751,0.361,7.2,0.336,0.1019725,0.2093542,0.08761805,0.5054295,0.159424,0.00072105,0.7025038,"Kansas"
"1038",13.4,89.5,9.6,1.8,4,8.2,8.8,4.3,1,14.6,146.29,7.9,12.6,21.2,10.7,0.1513834,0.336,7.2,0.243,0.135133,0.1910567,0.07989855,0.5055948,0.1620016,0.000871819,0.891146,"Kansas"
"1039",12.5,81,6.4,5.1,9.1,13.2,1.1,0.2,0.2,2,145.16,2.7,16.7,13.6,6.1,0.149761,0.353,7.7,0.335,0.1073199,0.1568921,0.1021672,0.5135135,0.1440512,0.000846561,0.5524096,"Kansas"
"1040",11.3,95.6,7.2,1.4,3.3,7.1,4.4,5.3,2.5,6.3,166.07,4.6,10,32.2,7.3,0.1311803,0.262,7.3,0.181,0.09824119,0.1511177,0.06542271,0.5014903,0.2186179,0.000847077,0.9026221,"Kansas"
"1041",10.3,90.1,4.4,1.8,4.9,8.2,0.9,0.1,0.2,16,128.26,4.6,12.7,17.2,8.1,0.1293329,0.376,7.9,0.268,0.1549539,0.1372458,0.04846527,0.4966854,0.1621937,0.000163052,0.5304695,"Kansas"
"1042",5.8,63.1,49.2,0.8,1.8,4.8,0.1,1.9,87.8,1.2,131.28,18.9,7.9,20.3,15.9,0.2990873,0.378,5.1,0.266,0.1754326,0.390797,0.07432789,0.5135401,0.1562266,0.000100412,0.5177903,"South Dakota"
"1043",17.8,86.8,8,1.4,6.9,15.3,0.7,0.7,2.5,12,145.64,3.6,16.4,14.3,8.9,0.149926,0.308,7.2,0.222,0.09628223,0.1406869,0.06303116,0.4944838,0.1602084,0.000665842,0.7391476,"Washington"
"1044",19.1,88.3,9.2,2.4,5.6,13,1.2,1.5,4.2,10,134.86,4.8,15.6,16.6,9.6,0.1599746,0.349,6.8,0.231,0.1034376,0.1695007,0.06855277,0.4870721,0.1832014,0.000365569,0.8348696,"Washington"
"1045",13.1,89.3,10.2,1.4,3.9,8.1,0.8,1,1.2,41.6,126.9,6.3,11,20.4,8.6,0.2010392,0.344,8.2,0.231,0.1364497,0.1594433,0.06218002,0.495382,0.1768063,0.000482527,0.7436939,"Washington"
"1046",11.8,95.5,4.9,1.5,3.5,8.1,3.1,10.8,0.9,10.2,148.95,5.3,13.4,20.6,8.6,0.1186569,0.291,8.3,0.18,0.07021189,0.1316525,0.0589391,0.4983304,0.187944,0.000511326,0.8692648,"Washington"
"1047",19.8,80.4,16.2,2.7,5.4,12.1,0.2,0.5,0.5,1.2,131.26,5.5,14.2,16.6,9.3,0.2307957,0.36,7.7,0.285,0.07312951,0.2106869,0.1133429,0.5015022,0.1219823,0.000668774,0.7275837,"West Virginia"
"1048",17,78.8,12.8,2.5,6.3,12.3,2.1,0.6,0.2,1,132.3,4.8,14.5,18.1,9.4,0.2150393,0.341,7.9,0.305,0.08234348,0.2353506,0.08298172,0.4826243,0.1214361,0.000686672,0.8248937,"West Virginia"
"1049",12.7,92.1,8.4,1.3,3.4,7.4,3.6,3.5,0.1,2.1,159.03,4.8,10.6,32.8,9.8,0.1800654,0.297,7.2,0.247,0.06090018,0.1974177,0.07958615,0.4848215,0.1793609,0.001237576,0.9310212,"West Virginia"
"1050",17.6,86,13.5,2.5,5.8,11.6,7.2,1.2,0.2,1.1,141.52,7,15.1,17.8,12.6,0.2104931,0.351,7.5,0.293,0.06819932,0.213882,0.1005316,0.5180385,0.1298458,0.001306204,0.8435278,"West Virginia"
"1051",18.3,83.9,11.1,2.1,5.7,11.7,5.1,0.3,0.7,2.5,132.42,3.4,14.4,18.5,12.8,0.2028349,0.351,7.7,0.285,0.07377913,0.2211142,0.1012448,0.4848925,0.1268452,0.000353565,0.2568019,"West Virginia"
