"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","Diabetes_Incidence","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"2001",12.7,91.5,8.8,1.1,3.4,7.3,11.8,1.3,0.4,21.4,135.65,7.5,11.8,19,8.7,0.1568483,0.29,7.4,0.276,0.1807389,0.1612337,0.07959203,0.5068526,0.2007997,0.000305171,0.6790711,"Texas"
"2002",13.3,95.6,3.9,2.8,5.2,10.9,0.6,0.9,0.5,23.9,155.67,5.9,14,14.7,8.5,0.1318268,0.266,8.2,0.228,0.16289,0.1220981,0.07292954,0.5125294,0.1985707,0.000742869,0.8413349,"Texas"
"2003",12.2,84.5,12.3,3.3,6,9.3,4.2,0.2,0.1,58.7,123.52,6.9,12.6,17.4,7.1,0.2666505,0.281,8.4,0.247,0.2362985,0.1667353,0.0920354,0.5017745,0.1542265,0.000677851,0.8257834,"Texas"
"2004",13,87.4,3.1,1.2,5.6,7.1,0.6,0.8,1.1,62.1,126.55,9,12,21.1,6.8,0.2730711,0.282,8.7,0.277,0.292361,0.1752429,0.07631874,0.4954742,0.1561076,0.000416089,0.8325192,"Texas"
"2005",10.1,90.9,9.8,1.1,2.9,7,7.3,1.1,0.2,22.4,138.35,4.9,11.9,19.1,7.3,0.1535025,0.273,7.6,0.308,0.1551799,0.1515663,0.08375111,0.4946991,0.2086412,0.000102926,0.5879587,"Texas"
"2006",14.7,92.1,10.8,1.1,3.1,6.3,24.2,2.9,0.6,24.8,142.58,10,9.6,25.6,9.8,0.1921861,0.293,5.9,0.258,0.1301796,0.1705435,0.08754947,0.5018434,0.1951705,0.000800141,0.8212065,"Texas"
"2007",12.4,80.9,25.6,1.6,4.2,7.4,0.6,0.7,0.2,89.7,121.52,12.3,9.7,19.6,11.8,0.3232429,0.307,7.8,0.258,0.2856914,0.173155,0.07919755,0.5153067,0.1457772,0.000454808,0.7111565,"Texas"
"2008",11.1,86.2,15.7,1.8,3.7,7,1,0.6,0.7,72.8,119.29,10,10.5,20,6.8,0.242321,0.301,8.5,0.251,0.2463618,0.1498952,0.08231835,0.5024429,0.1754134,0.00021106,0.8351229,"Texas"
"2009",13.7,87.6,17.1,1.5,3.6,6.7,3.3,1.2,0.6,82.6,132.73,9.9,10.4,23.3,11.2,0.2849763,0.271,8.4,0.226,0.2281033,0.1539112,0.08871086,0.5086154,0.1842741,0.000476308,0.8098588,"Texas"
"2010",22.5,81,12.1,2.4,6.9,12.3,10.7,0.3,0.1,7.7,128.05,5.1,14.1,21,7.2,0.1625033,0.305,5.3,0.272,0.1700739,0.1588417,0.09526938,0.4604597,0.1910346,0.000140535,0.3154002,"Texas"
"2011",15.6,88.6,14.8,2.6,5.7,10.8,3.2,0.1,0.3,26,129.45,6.1,13.5,18.6,6.9,0.1734149,0.293,7.8,0.281,0.2265122,0.1501709,0.06352087,0.5001803,0.1812986,0.000353544,0.7720887,"Texas"
"2012",18.4,86.7,10.2,1.6,7.2,13.7,0.2,1.8,2.4,44.8,150.24,4.4,14.3,17.7,6.9,0.2127722,0.293,7.2,0.305,0.1900998,0.1509454,0.07692308,0.4971739,0.1653939,0.000546747,0.6017114,"Texas"
"2013",13,86.1,26.3,1.3,3.5,6.1,0.5,1,0.2,92.2,120.66,12.5,8.2,21.1,11.9,0.2881659,0.335,7.1,0.252,0.3202095,0.1512499,0.08009335,0.5113521,0.1445876,0.000448769,0.6243474,"Texas"
"2014",13.7,91.3,11.1,1.8,5.3,9.2,17.5,1.7,0.3,19.5,140.52,6.9,12.1,20.6,9.1,0.1791665,0.294,6.6,0.297,0.1902327,0.1647458,0.07740371,0.5170758,0.1767331,0.001000287,0.6980554,"Texas"
"2015",23.3,75.6,15.7,3,6.8,12.3,4,0.3,0.5,28.6,119.43,10.1,13.2,17.8,7,0.1913636,0.283,6.8,0.279,0.2056986,0.1568392,0.05621302,0.4717479,0.1771298,0.000522921,0.61485,"Texas"
"2016",15.6,88.6,13.6,1.5,4.3,7.1,5.6,0.7,1.2,42.5,126.27,9.4,11.8,22.1,7.4,0.1998015,0.347,6.8,0.252,0.1806902,0.1563643,0.09761388,0.4285442,0.198311,0.000322529,0.7106706,"Texas"
"2017",21.9,82.2,11.6,5.3,10.5,15,0.4,0.2,0.2,21,129.9,5.5,13,10.5,6.8,0.1679696,0.269,7.1,0.277,0.2462791,0.1399222,0.0801282,0.506827,0.1637857,0.000204082,0.5295786,"Texas"
"2018",17.8,82.1,9.9,2.2,6,10.5,17.3,0.2,0.2,8.7,131.55,6.3,14.1,18,7.2,0.1679908,0.32,6.5,0.271,0.1751783,0.1566564,0.08606357,0.5054487,0.1830719,0.000378692,0.2847958,"Texas"
"2019",26.4,85,17.6,3.1,9.7,17.7,5.6,0.1,0.7,4.6,134.39,4.7,17.1,12.3,7.1,0.1843394,0.314,5.8,0.276,0.1908272,0.1733485,0.07564297,0.5039309,0.1505923,0.000289352,0.8470556,"Texas"
"2020",17.2,84.5,20.9,3.1,4.9,10.4,6,0.2,3.2,44,123.77,8.9,10.7,21.3,7,0.2285981,0.284,7.3,0.304,0.239899,0.1668976,0.08695652,0.4691937,0.1693628,0.000132749,0.5849249,"Texas"
"2021",15.4,89.5,11.7,1.5,5,9.2,7.8,1.3,1.1,16.4,134.54,6,13.2,19.1,8.5,0.1835041,0.296,6.8,0.26,0.1754567,0.1641428,0.08586319,0.5062179,0.1870034,0.000322782,0.6145433,"Texas"
"2022",16.2,83.1,14.5,1.7,5.7,11.1,16.6,0.4,0.5,25,133.94,5.9,12.5,18.1,7.4,0.2017834,0.342,6.5,0.278,0.2294909,0.16882,0.07592024,0.5135618,0.1664322,0.000709667,0.3913394,"Texas"
"2023",15.7,88.2,16.9,2.2,4.7,8.6,0.3,0.1,0.1,48,118.59,7.5,10.5,17.7,7,0.2167482,0.293,5.6,0.287,0.2792358,0.1635169,0.06021898,0.4925966,0.1741762,0.000178253,0.8767148,"Texas"
"2024",12.8,92.8,6.5,1.3,4,8.3,8.2,1.7,0.3,37.9,143.17,7.8,11.6,18.9,8.8,0.1654874,0.323,7.7,0.252,0.1482241,0.1422494,0.0837342,0.5062957,0.2137983,0.000323969,0.7222902,"Texas"
"2025",18.3,88.2,8.8,2.8,7.2,12.8,0.5,1.1,1,6.3,137.46,4.3,16.1,14.9,8.6,0.1443502,0.287,6.1,0.282,0.1666869,0.1488,0.05388273,0.5002453,0.1913509,0.000289575,0.1852679,"Texas"
"2026",17.8,86.6,9,2,6.8,11.8,6.6,0.4,1.1,20.6,131.91,6.9,13.9,16.4,8.3,0.1778116,0.288,7.2,0.302,0.2211751,0.1673559,0.07532827,0.5028366,0.1780087,0.000372974,0.5305651,"Texas"
"2027",16.8,80.5,14.2,1.9,5.6,11.3,17.2,0.8,1.7,21.9,127.98,7.2,14,18.5,6.9,0.2077081,0.342,6.3,0.325,0.2108491,0.1787017,0.09815668,0.4849582,0.1686089,0.000428817,0.6098187,"Texas"
"2028",17,88.2,16.3,1.5,4.3,8.4,17.7,1.6,1.1,19.4,137.14,7.6,11.2,24.3,11.4,0.1856167,0.352,5.4,0.28,0.2013537,0.1741089,0.07450411,0.5203933,0.1706269,0.000715765,0.6696113,"Texas"
"2029",13.8,83.8,10.3,1.3,4.5,7.7,1.2,0.4,0.4,63.3,120.78,5.3,11.5,20.8,7.1,0.2311323,0.3,7.4,0.26,0.2819294,0.1558149,0.06427379,0.4812807,0.1765679,0.000307724,0.6195345,"Texas"
"2030",12.1,94.4,5.6,1.4,4.3,9.6,1.3,0.6,0.9,12.3,142,4.1,13.9,17.2,8.2,0.1262471,0.316,7.4,0.294,0.1587068,0.1443043,0.06961372,0.5024065,0.2111253,0.00045223,0.6353622,"Texas"
"2031",12.3,87.7,9.5,3.5,6.7,13,0.1,0.6,1.4,0.9,145.57,6.6,15.6,15.9,8.8,0.1549115,0.259,7.5,0.232,0.1443625,0.1586526,0.07294118,0.4904933,0.1869626,0.001050144,0.7263076,"Montana"
"2032",19.7,90.4,7.4,2.2,7.5,15.4,0.1,0.5,0.9,3.5,145.03,4.2,16.9,13,6.9,0.1449357,0.246,8,0.229,0.1934519,0.1662115,0.06098921,0.5057974,0.1765035,0.0006526,0.7704665,"Montana"
"2033",15.9,87.7,7.9,1.9,8.7,11.6,0.4,0.2,8.9,2.7,140.34,3.9,15.7,16.7,8.7,0.1433394,0.281,7.3,0.26,0.1605497,0.1743529,0.05772496,0.4974134,0.1894473,0.000652827,0.5097028,"Montana"
"2034",14,84.2,9.3,2.6,5.4,10.3,1.3,0.7,4.6,4.5,142.76,6.9,13.4,21.5,8.5,0.1465114,0.273,7.5,0.212,0.1349821,0.1839492,0.07495385,0.4944896,0.2141687,0.000704927,0.8237732,"Montana"
"2035",22.6,84.4,10.1,1.9,9.2,16.9,0.8,0.8,2.7,1.3,133.72,6.2,17.8,13.3,7.1,0.1482196,0.269,6,0.256,0.1601447,0.1689404,0.06818182,0.4858987,0.1750791,0.000705716,1,"Montana"
"2036",15,88.6,8.1,1.4,6.8,11.8,0.9,0.4,4.9,1.7,137.68,4.8,15.4,18.1,7.9,0.1319369,0.299,7.8,0.276,0.1564273,0.1834324,0.07219251,0.3811607,0.2390036,0.000730994,0.8317917,"Montana"
"2037",21.2,80.5,9.3,1.7,9.6,18.7,0.3,0.4,3.5,3,134.13,2.6,18.9,11,8.5,0.1709421,0.261,5.8,0.243,0.2206543,0.1739442,0.07455013,0.4856945,0.1672945,0.000705716,0.8724262,"Montana"
"2038",8.1,94.8,4.8,1.1,3.4,7.8,0.4,1.4,0.9,3.7,164.5,4.2,11.3,28.4,5,0.1187419,0.156,8.2,0.134,0.1118226,0.1458108,0.07578397,0.4831678,0.24185,0.000784205,0.8642879,"Montana"
"2039",14.5,79.9,5.4,4.2,5.9,13.9,0.1,0.2,1.4,4.7,145.39,0.9,17.2,15.6,6.7,0.1552979,0.235,4.3,0.24,0.1704545,0.1696356,0.1,0.4876847,0.1787075,0.001092896,0.6382866,"Montana"
"2040",17.2,88.2,5.8,3.4,6,15.6,0.4,0.3,1.3,2.5,147.08,4.8,18.3,12.1,5.8,0.1138286,0.253,7.9,0.224,0.149975,0.1411562,0.05214153,0.4908222,0.2003292,0.0004804,0.4456241,"Montana"
"2041",17.1,88.8,7,2.4,7.2,11.8,0.1,0.6,1.4,4.9,151.63,2.7,16.5,18.8,6.7,0.1384031,0.248,7.5,0.21,0.1557248,0.1569191,0.075,0.4892033,0.2112066,0.001290323,0.7035475,"Montana"
"2042",11.7,90.2,6.7,1.7,5.3,11.7,0.4,0.7,1.5,2.8,148.41,3.5,15.8,16.8,6.1,0.1341786,0.216,8,0.186,0.1347927,0.1685622,0.06118009,0.5014478,0.214225,0.000759112,0.826797,"Montana"
"2043",15.6,87.6,6.9,4.1,8.1,12.5,0.5,0.2,0.3,2.6,141.87,3.9,14.9,13.8,7.5,0.1445166,0.363,8.5,0.279,0.09968968,0.1724127,0.05454545,0.4848834,0.1766189,0.000579374,0.5594508,"Nebraska"
"2044",13.2,87.9,6.7,3.1,6.5,10.2,1.6,0.4,0.5,5.2,146.73,4.2,13.8,19.6,9,0.1297664,0.347,8.1,0.243,0.08115804,0.163618,0.05950413,0.5131941,0.1795241,0.000651891,0.6950604,"Nebraska"
"2045",12,91.2,7.1,1.9,4.1,7.9,1,1.3,0.2,9,150.47,6.2,11.4,24.3,8.8,0.1247729,0.294,7.8,0.219,0.09398237,0.1526212,0.05836735,0.5005366,0.2328748,0.000900477,0.9008503,"Nebraska"
"2046",10,84.9,9.2,1.9,4.1,6.6,3.7,0.7,1.3,45.4,120.04,4.3,12.5,20.4,7.1,0.1726291,0.313,9.3,0.287,0.1722759,0.144024,0.05184603,0.4827156,0.1968377,9.5057e-05,0.8079886,"Nebraska"
"2047",10.1,86.8,6.1,2.2,5.7,9.3,0.5,0.8,0.4,19,138.54,5.4,13.1,17.6,8.4,0.143099,0.319,8.6,0.244,0.1060963,0.1429691,0.05931198,0.4962722,0.2122433,0.000669772,0.8614015,"Nebraska"
"2048",11.8,87.9,10.2,2.3,5,9.8,1.4,1.1,2.3,12.5,134.4,5,16.7,16.4,9.5,0.130849,0.362,7.3,0.25,0.09012647,0.183011,0.06832872,0.5022333,0.1999742,0.000352827,0.4413689,"Nebraska"
"2049",17.7,83.7,8.5,4.8,7,13.5,2.1,0.9,8.5,5.5,139.5,3.3,15.4,14.2,9,0.159752,0.332,7.2,0.335,0.1359371,0.1680581,0.04854369,0.5087887,0.1753855,0.000957854,0.5657341,"Nebraska"
"2050",10.6,93.5,7.2,1.7,3.7,8,4,4.2,0.7,7,155.49,5.5,11.4,25.3,8,0.1107492,0.272,8,0.178,0.08515234,0.1433359,0.06527929,0.4990683,0.2495146,0.000701541,0.9672398,"Nebraska"
"2051",17.1,82.8,5.8,3.7,9.9,13,0.1,1.8,0.1,2.8,139.35,4.4,17,13.5,6.9,0.1263815,0.336,7.5,0.294,0.09294973,0.1494572,0.04713805,0.5022274,0.1778249,0.001155001,0.7015556,"Nebraska"
"2052",10.6,90.8,8.1,1.6,3.5,7.6,11.1,3.8,0.6,12.6,153.05,7.3,11.6,22.2,9.5,0.1459254,0.284,8,0.206,0.09410203,0.1707724,0.07727975,0.5067451,0.2236177,0.001070785,0.9794473,"Nebraska"
"2053",16.5,83.2,7.6,4.2,7.7,12.1,0.2,0.1,2.9,1.9,137.9,5.5,16.6,13.6,7.1,0.1455495,0.383,7.1,0.313,0.1161798,0.1894158,0.04684976,0.5029777,0.1873213,0.000247097,0.3938778,"Nebraska"
"2054",13,86.9,5.1,4,6.4,11.1,0.1,0.6,0.6,4.9,140.69,2.2,16,15.3,7.8,0.126908,0.307,7.8,0.295,0.1025832,0.1338012,0.0473251,0.5061463,0.1750755,0.00116358,0.5762338,"Nebraska"
"2055",19.1,82.5,5.6,4.3,7,13.2,0.1,0.3,0.2,4.3,134.82,2.6,15.6,13.9,7.7,0.1483275,0.321,7.4,0.274,0.1081228,0.1643801,0.05797102,0.5059536,0.1687211,0.00061703,0.7001412,"Nebraska"
"2056",11.8,85.8,14,2.4,4.3,7.7,2.5,2,0.2,25.3,130.33,4.2,13,20.3,9.6,0.1595221,0.335,8.5,0.318,0.1298945,0.1629441,0.06408346,0.4869863,0.2013951,0.000560146,0.663169,"Nebraska"
"2057",12.8,83.5,20.1,1.6,3.6,6.8,0.2,0.8,58.6,5.9,135.5,10.4,10.7,19.5,13.6,0.2264727,0.433,6.7,0.326,0.173351,0.2884336,0.06172839,0.5104532,0.2013554,0.000424689,0.4040346,"Nebraska"
"2058",13.8,93.2,6.1,2.4,4.8,10.7,1.1,0.3,0.1,2.9,147.62,4.9,14.7,15.2,7.6,0.1146215,0.316,8.7,0.204,0.05683119,0.1296281,0.06170356,0.502985,0.218976,0.000493876,0.5556983,"Nebraska"
"2059",13.3,88.2,8.1,3.1,6,9.9,1,0.4,1,12.9,136.05,5.4,13.2,18,8.2,0.1475898,0.345,7.9,0.265,0.1041804,0.1807607,0.06355685,0.5056996,0.1981725,0.000572114,0.9163555,"Nebraska"
"2060",14.2,87.2,4.3,2.9,6.9,10.4,0.8,0.5,0.5,15.4,135.77,6,14.6,15.8,9.8,0.1529555,0.333,7.1,0.273,0.1209409,0.1701391,0.0749354,0.4936286,0.1806558,0.000206016,0.7112257,"Nebraska"
"2061",15.1,87.4,7.5,3.1,6,10.7,1.5,0.8,0.5,2.8,144.27,5.4,13.6,19.2,9,0.1377571,0.388,8.5,0.24,0.08119901,0.1574331,0.05513308,0.5048056,0.2118216,0.000709623,0.5413907,"Nebraska"
"2062",11.3,89.1,12.7,1.7,3.7,8,5.4,3.4,2.2,38.8,122.68,6.3,11.2,21.3,10.4,0.1919414,0.363,8.6,0.287,0.161713,0.1852088,0.05859375,0.4977278,0.1698425,4.81209e-05,0.8920308,"Nebraska"
"2063",14.5,83.7,8.1,4.3,7,11.6,1,0.2,0.1,3.3,138.09,3.7,15.8,15,8.2,0.1340725,0.289,7.9,0.283,0.1039252,0.1502924,0.05498282,0.499289,0.1920244,0.000467727,0.468362,"Nebraska"
"2064",14.8,88.1,6.8,3.2,5.4,11.4,0.2,0.1,0.3,8.9,137.92,3.7,15.2,16.4,7.2,0.1273408,0.318,7.6,0.262,0.1199046,0.1652573,0.07326007,0.4885608,0.1868747,0.000317007,0.535616,"Nebraska"
"2065",14,84.8,6.1,3.2,7.2,11.5,0.2,0.8,0.2,3.2,142.21,5,14.4,16.4,8.1,0.1243613,0.339,7,0.284,0.1081851,0.15431,0.0518602,0.5043028,0.1975774,0.000740329,0.4787458,"Nebraska"
"2066",10.3,91.6,3.7,2.8,6,10.7,0.2,0.4,0.2,3.5,144.73,4.8,14.8,16.4,9,0.1095528,0.322,8.6,0.238,0.0748163,0.1367265,0.05070422,0.5011975,0.1905161,0.000870511,0.6565103,"Nebraska"
"2067",17.8,81.5,6.8,3.9,7.4,12.3,0.6,0.2,0.2,4.3,135.56,3.2,16.8,14,7.8,0.1382503,0.371,8.1,0.287,0.09089266,0.1591223,0.06463196,0.5004877,0.1877543,0.000688421,0.03034318,"Nebraska"
"2068",13.1,86.2,8.4,2.8,9.3,14.6,1.2,0.8,0.9,7.2,139.31,5.9,15.6,14.3,6.7,0.1468983,0.277,8,0.283,0.09328541,0.1591275,0.09352518,0.4978798,0.1937963,0.000620117,0.8145315,"Nebraska"
"2069",13.5,87.8,4.5,2.7,5.3,10.3,0.5,0.4,0.4,2.3,143.16,3.8,14.9,15.8,8.7,0.1079528,0.311,8.4,0.249,0.07127014,0.1514697,0.06329849,0.4941534,0.2252999,0.000428245,0.5138114,"Nebraska"
"2070",14.5,87.1,10.3,2.9,5.9,10,0.9,0.7,1.9,23.8,138.24,7.5,13.6,17.6,10.8,0.1667904,0.351,8.8,0.248,0.1179226,0.1892392,0.08393424,0.5132612,0.1757252,0.000744602,0.6476603,"Nebraska"
"2071",15.6,87,6.9,2.5,8.9,13.1,0.1,0.3,1.2,9.6,134.15,6.4,15.5,14.3,7.3,0.155165,0.329,8.1,0.296,0.1194296,0.1714945,0.07590759,0.4995923,0.1794722,0.000271076,0.759487,"Nebraska"
"2072",15,89,7.2,2.8,5.8,10.3,1.5,0.9,0.4,8.6,143.04,5.6,14.2,16.6,9.8,0.1423162,0.321,7.9,0.262,0.09109781,0.1820777,0.07600398,0.5052321,0.178357,0.000476778,0.8628748,"Nebraska"
"2073",10.8,89.6,9.3,1.1,2.8,5.6,4.8,1.2,0.6,60.7,126.73,8.6,9.8,24.4,7.6,0.1906608,0.318,8.4,0.318,0.2154918,0.1484283,0.0910814,0.4940811,0.1952732,0.000589578,0.6381098,"Texas"
"2074",15.4,83,18.2,2.3,4,7.8,1.4,0.8,0.4,82,121.54,9.2,8.8,22.8,6.8,0.2810171,0.279,7.7,0.289,0.2229629,0.1593174,0.0691498,0.4895563,0.1741237,0.000285784,0.8523292,"Texas"
"2075",14.5,85.4,12.4,1.7,4.2,11,15.2,0.2,0.5,24.2,129.28,9,14.3,18.2,8.1,0.1993043,0.301,5.9,0.308,0.2117265,0.1705919,0.09167779,0.4550251,0.1765256,0.000218087,0.4100135,"Texas"
"2076",6.9,97.9,4.4,0.9,3,6.8,9.7,15.1,0.5,15.3,164.61,6,11,18.5,7,0.1374181,0.262,7.7,0.195,0.1095027,0.1211015,0.07798772,0.5089566,0.189028,0.000939694,0.9066443,"Texas"
"2077",18.2,89.5,14.1,2,4.7,9.1,14.8,1.1,0.6,22.1,130.59,9.4,12.2,19.1,12.6,0.2320734,0.396,6.1,0.327,0.2189911,0.1828214,0.08613121,0.5112939,0.1816406,0.000623194,0.7332865,"Texas"
"2078",9.3,95.1,7.7,0.8,2.9,7,4.2,1.6,0.4,38.9,150.61,4.9,10.3,26.2,8,0.1741934,0.258,7.7,0.181,0.1596797,0.1509659,0.07403865,0.5025627,0.221653,0.000415941,0.881132,"Texas"
"2079",9.3,93.4,6.8,1.2,3.2,7.2,14,6.7,0.7,30.6,144,6.4,11.6,19.9,9.8,0.1610488,0.309,7.5,0.233,0.1560021,0.1370097,0.08189538,0.4939991,0.1941477,0.000652591,0.7898878,"Texas"
"2080",13.2,82.2,12.2,2.3,8.3,12.6,5.7,0.4,0.4,11.1,135.37,5.5,13.5,15.8,7.1,0.1568462,0.286,6.7,0.271,0.2146683,0.1465855,0.0826087,0.507489,0.1831612,0.000285796,0.1797661,"Texas"
"2081",11.7,88.3,11.9,1.5,4.4,8.4,0.3,0.3,0.2,64.3,124.78,8.4,11.7,19.4,7.7,0.2239261,0.298,8.6,0.333,0.1873972,0.1434796,0.08322553,0.50374,0.1790773,0.000227109,0.4226581,"Texas"
"2082",18.7,86.3,12.1,2.5,5.3,9.9,6,0.3,0.5,37.7,128.92,6.9,12.7,16.2,6.9,0.2050523,0.304,7.2,0.293,0.1821303,0.1553247,0.08350731,0.502768,0.1786494,0.000330972,0.7611067,"Texas"
"2083",10.4,84.9,11.3,1.5,4.5,7.8,4,1,1.5,53.7,124.14,5.6,11.1,20.4,7,0.2153654,0.313,8.4,0.254,0.209585,0.1468763,0.1092851,0.4994828,0.1811289,0.000170634,0.884969,"Texas"
"2084",13.2,81.6,12.6,1.9,4.6,9.9,20.7,0.8,0.3,13.1,133.94,9,13.3,17.6,9.2,0.1791279,0.338,6.5,0.327,0.1827101,0.1633782,0.08444593,0.5118736,0.1906294,0.000299643,0.5870701,"Texas"
"2085",10,96.6,4.4,1.2,3.2,7.4,6.4,6.8,0.3,24.4,155.6,6.5,10.4,19.5,8.5,0.1290913,0.302,7.5,0.178,0.1133621,0.1277067,0.07412658,0.508409,0.2214699,0.000662715,0.9043742,"Texas"
"2086",19.2,88.9,11,1.8,5.1,9.3,1.6,0.4,1.6,23.3,131.17,7.2,13.7,17.8,7,0.1724405,0.299,7,0.318,0.1949342,0.1614154,0.09785203,0.4960253,0.1916391,0.000368087,0.6920542,"Texas"
"2087",20.1,84.8,13.6,2.9,7.2,11.5,23.3,0.2,0.3,9.9,130.94,7.6,14.6,15.6,7.3,0.177375,0.317,6.3,0.297,0.1915634,0.1602043,0.1050691,0.5209243,0.171486,0.000159796,0.366476,"Texas"
"2088",16.5,88.6,9.3,1.6,5,9,8.7,1.2,0.3,7.7,132.5,6.6,13.4,18.9,11.2,0.1630248,0.326,6.2,0.315,0.1541069,0.1812809,0.09536542,0.5053905,0.2105105,0.000213625,0.5659176,"Texas"
"2089",9.2,91.6,13,1,2.8,6.4,19,7,0.4,42.9,141.01,8.8,10.6,23.1,10.4,0.1817799,0.274,7.2,0.235,0.2111539,0.128551,0.08694813,0.5028525,0.1809407,0.000571834,0.9037073,"Texas"
"2090",18,92.5,7.8,2.3,6.6,13.1,1.8,0.9,0.4,22.2,140.07,6.2,15.6,15.7,7,0.1585109,0.295,6.7,0.279,0.2212184,0.1426277,0.06640972,0.5097636,0.1845928,0.000439918,0.6359532,"Texas"
"2091",13.9,86.8,6.9,4.3,9.9,15.1,0.1,0.1,3.2,23.2,144.73,3.6,15.1,12.6,6.7,0.1590707,0.256,7.8,0.257,0.2296458,0.1318986,0.08214489,0.5175144,0.1636416,0.001232523,0.7103515,"Texas"
"2092",9.5,90.4,12.1,1.2,2.9,6.4,22.6,6.3,0.4,40.2,139.89,8.5,10.8,23.4,8.2,0.1947684,0.287,6.8,0.254,0.2256115,0.1456635,0.0846318,0.5077927,0.1738476,0.000677532,0.9741185,"Texas"
"2093",14.2,86.8,8.1,3.2,6.4,10.8,2.1,0.3,0.7,18.7,133.48,7.1,13.7,16,8.3,0.1646043,0.298,6.6,0.29,0.2269528,0.1517661,0.05412209,0.5063354,0.1839502,0.000656814,0.8526685,"Texas"
"2094",10.2,92.4,7.6,1.2,4.3,8.4,3.6,1,0.5,21.4,133.73,6.8,12.5,18.8,10,0.1490923,0.305,7.3,0.237,0.1892619,0.1560142,0.07204775,0.5008207,0.1962399,0.00048128,0.697318,"Texas"
"2095",15.3,88.9,11.7,1.7,5.8,10.7,7.1,0.7,0.3,16.9,133.74,5.6,12.7,18,7.2,0.1794743,0.324,6.7,0.308,0.2111701,0.168019,0.07354287,0.5099451,0.1788501,0.000276068,0.379227,"Texas"
"2096",10.6,90.5,12.4,1.3,2.7,6.4,0.8,0.3,0.9,54.2,123.38,6.7,12,19.4,7.1,0.1999928,0.292,8.8,0.315,0.2647151,0.1549797,0.06723339,0.4949544,0.197576,0.000372197,0.8808569,"Texas"
"2097",21.5,82.8,11.1,2.7,6.3,9.3,5.6,1.1,0.2,34.3,132.18,6.1,14.4,15.3,6.7,0.1952824,0.282,6.2,0.261,0.2329583,0.1522941,0.07803468,0.5063058,0.1702911,0.000518135,0.3933853,"Texas"
"2098",13.5,88.7,13.1,1.9,4.3,7.9,14.6,1.6,0.4,26.3,139.17,9.3,11.2,23.3,8.6,0.2009631,0.306,5.3,0.259,0.1791369,0.1610227,0.08085788,0.5122331,0.1802026,0.000700123,0.6592552,"Texas"
"2099",21.3,79.9,14.1,3.5,6.8,12.1,3.3,0.7,0.4,16.4,132.43,3.1,14.3,16.4,6.9,0.1781098,0.311,6.4,0.298,0.2072858,0.1617175,0.071777,0.505527,0.1759226,0.000385229,0.5272561,"Texas"
"2100",9.9,95.4,6.8,1.2,3.5,8.1,5,2.9,0.4,24.1,147.4,6.3,12.3,18.6,8,0.1413962,0.259,7.5,0.264,0.1564785,0.1415784,0.07038927,0.5047348,0.2103574,0.000617607,0.8273688,"Texas"
"2101",11.9,81,23.9,1.2,2.5,5.4,0.4,0.5,0.2,95.5,123.09,11.7,8.5,21.5,7.7,0.359188,0.311,8.4,0.26,0.2761143,0.1810122,0.08046643,0.5111083,0.1583313,0.000322556,0.8788114,"Texas"
"2102",9.3,78.7,9.7,2.2,3.7,9.2,2.1,0.6,0.2,64.6,121.83,8,12.5,17.1,6.7,0.2572519,0.285,8.9,0.254,0.302587,0.1633264,0.08036739,0.4911983,0.1616818,0.000130617,0.5176135,"Texas"
"2103",13.9,86.1,20,1.8,3.9,7.3,3.3,2.2,0.2,72.9,134.22,10.8,8.8,29.5,6.9,0.275604,0.284,7,0.242,0.2040903,0.1577109,0.07245491,0.4905017,0.1760902,0.000439464,0.4814572,"Texas"
"2104",13.8,87,9.3,1.8,5.7,10.7,2.8,0.9,0.8,18.2,136.33,6.9,14.3,18.1,6.8,0.1498386,0.302,7.5,0.27,0.1956242,0.1485039,0.06342495,0.501961,0.1920632,0.000254914,0.7725629,"Texas"
"2105",18.6,78.1,11.2,2.5,8.5,11.8,2.6,0.3,1.2,32.7,132.73,4.2,12.2,16.4,7.1,0.1809096,0.278,7.8,0.254,0.1688267,0.1440572,0.1046931,0.5005189,0.1700096,0.000522603,0.03648717,"Texas"
"2106",15.8,81.6,14.2,2.3,5.6,11.5,16.6,0.5,0.3,6.7,128.62,7.4,13.6,16.9,8.4,0.1682596,0.297,6,0.26,0.1710339,0.172001,0.08959538,0.5058348,0.1853027,0.000366135,0.5626435,"Texas"
"2107",14.5,85.3,13.4,1.8,4.4,8,33.7,3.8,0.4,20.7,133.68,9.3,12.5,21.7,11.1,0.1904756,0.343,5.7,0.325,0.2190995,0.1714934,0.1025888,0.4874371,0.1680646,0.000593768,0.6097997,"Texas"
"2108",15.4,82.2,15.9,2.9,5.6,8.1,3.9,0.6,0.4,55.6,123.04,7.9,12.4,17.3,7,0.2657957,0.322,7.9,0.261,0.2662314,0.1758506,0.09428571,0.5054614,0.1525064,0.000298842,0.6991486,"Texas"
