"","disable","computer","poverty","a85a","a7584","a6574","black","asian","aindian","latino","chci","sparent","a5564","a2034","mortalityrate","Poor_health","Adult_obesity","Food_environment_index","Physical_inactivity","Uninsured","Adult_smoking","Low_birthweight","per_Female","Excessive_drinking","Primary_care_physicians","Access_to_exercise_opportunities","State"
"1186",15.7,89,12.3,1.6,6.9,12.9,0.3,0.3,24.3,4.6,146.4,7.2,15.3,15.6,0.0330578512396694,0.1638760939,0.288,7.8,0.233,0.2332723471,0.1918444903,0.094251076,0.50625042,0.191214848,0.000712904,0.583211577,"Montana"
"1187",13.3,90.5,7.4,2.2,4.5,11.3,0.3,0.7,1.7,3.3,156.87,6.1,15.4,17.9,0.0232896652110626,0.1137368531,0.253,8.1,0.187,0.1058786638,0.1549703359,0.075365579,0.504949318,0.218257017,0.000888313,0.921586876,"Montana"
"1188",12.6,91.5,6.7,2.3,4.6,9.6,0.7,0.7,4.4,5.6,148.46,6.5,13.5,19.8,0.0293498691745193,0.1398975472,0.257,8.1,0.217,0.1240584473,0.1636645637,0.080068877,0.508069454,0.220931336,0.00088508,0.838003136,"Montana"
"1189",12.6,93,6.8,1.4,4.2,9.4,0.6,1.9,2,3.3,159.06,5.1,12.3,26.2,0.0176781069272925,0.138689061,0.227,7.6,0.151,0.12092564,0.1761904889,0.067832168,0.497149746,0.260470238,0.000937109,0.917675368,"Montana"
"1190",13.7,88.1,8.9,2.1,4.4,8.6,4.3,1.3,0.4,39.9,138.77,7.2,11.6,23.9,0.0329979947372429,0.1819414957,0.272,6.7,0.251,0.1781271758,0.153626745,0.076360682,0.502812833,0.189792667,0.000677363,0.75831035,"Texas"
"1191",15.4,87.3,11.7,2.1,4.6,9.2,6,1.2,0.2,46.9,134.19,6.8,12.2,20.4,0.0282501222361058,0.2008539976,0.32,7.6,0.298,0.1801260727,0.1486575896,0.079525483,0.509046471,0.185159367,0.000811847,0.740439897,"Texas"
"1192",14.6,82.3,14.3,2.3,5.1,9.3,14.3,0.3,0.1,41.4,129.61,9.8,12.9,18.5,0.0360412311684567,0.2173927685,0.306,7.4,0.272,0.2206057093,0.1644087209,0.095872853,0.509883791,0.170059262,0.000409777,0.752301357,"Texas"
"1193",16.7,88,12.3,2,4.6,7.9,10.4,2.4,1,19.2,138.18,7.4,12.1,24,0.0355888054276714,0.2095082842,0.329,6,0.287,0.1684342413,0.1979843194,0.083184837,0.482812239,0.181742954,0.000797236,0.683330799,"Texas"
"1194",14.1,74.8,24.5,1.1,3.7,6.7,0.5,0.5,1.4,95.2,112.61,13.1,9,21.6,0.0410361631187484,0.3491055466,0.301,7.3,0.257,0.2881537035,0.1707820989,0.074990185,0.504481234,0.15051997,0.000242609,0.156935383,"Texas"
"1195",17,87.9,9.9,2.1,5.1,10.4,5.5,1.6,1.1,13.4,137.43,6.9,13.7,18,0.0253748386085633,0.1649546909,0.291,6.6,0.271,0.2010543786,0.1641992638,0.075371253,0.510960346,0.184741283,0.000502124,0.719152527,"Texas"
"1196",14.3,89.1,13.9,2.2,4.5,8.4,20,1.3,0.2,18.7,135.75,8.2,12.2,20.6,0.0194006806405458,0.181815034,0.349,5.9,0.298,0.2050751407,0.1623460919,0.079210168,0.511366116,0.190140758,0.000749347,0.847465703,"Texas"
"1197",13.7,91.8,11.7,1.4,3.8,7,7,2.2,1,35.4,143.51,7.3,10.4,27,0.0273248929775025,0.1780402954,0.3,7,0.267,0.1685155671,0.1609483684,0.092694669,0.506632315,0.193515998,0.000781425,0.898659044,"Texas"
"1198",12.7,91.5,8.8,1.1,3.4,7.3,11.8,1.3,0.4,21.4,135.65,7.5,11.8,19,0.0225466871919267,0.1568483399,0.29,7.4,0.276,0.1807389182,0.1612336755,0.079592031,0.506852556,0.20079975,0.000305171,0.679071118,"Texas"
"1199",14.7,92.1,10.8,1.1,3.1,6.3,24.2,2.9,0.6,24.8,142.58,10,9.6,25.6,0.0179956248137172,0.1921860905,0.293,5.9,0.258,0.1301796297,0.1705435153,0.087549474,0.50184336,0.195170477,0.000800141,0.821206505,"Texas"
"1200",12.4,80.9,25.6,1.6,4.2,7.4,0.6,0.7,0.2,89.7,121.52,12.3,9.7,19.6,0.027836228615643,0.3232429327,0.307,7.8,0.258,0.2856913925,0.1731549576,0.079197548,0.515306715,0.145777193,0.000454808,0.711156516,"Texas"
"1201",11.1,86.2,15.7,1.8,3.7,7,1,0.6,0.7,72.8,119.29,10,10.5,20,0.05863539445629,0.2423210308,0.301,8.5,0.251,0.2463618097,0.149895168,0.082318354,0.50244291,0.175413372,0.00021106,0.835122858,"Texas"
"1202",13.7,87.6,17.1,1.5,3.6,6.7,3.3,1.2,0.6,82.6,132.73,9.9,10.4,23.3,0.0360389077475326,0.2849762541,0.271,8.4,0.226,0.2281033493,0.1539111835,0.088710861,0.508615402,0.184274088,0.000476308,0.809858777,"Texas"
"1203",13,86.1,26.3,1.3,3.5,6.1,0.5,1,0.2,92.2,120.66,12.5,8.2,21.1,0.0229808335229156,0.2881659408,0.335,7.1,0.252,0.3202094794,0.1512499417,0.080093347,0.511352097,0.144587609,0.000448769,0.624347386,"Texas"
"1204",13.7,91.3,11.1,1.8,5.3,9.2,17.5,1.7,0.3,19.5,140.52,6.9,12.1,20.6,0.0286681058634964,0.1791665306,0.294,6.6,0.297,0.1902326771,0.1647457829,0.077403712,0.517075769,0.176733099,0.001000287,0.698055447,"Texas"
"1205",15.4,89.5,11.7,1.5,5,9.2,7.8,1.3,1.1,16.4,134.54,6,13.2,19.1,0.0238359259220876,0.1835040845,0.296,6.8,0.26,0.1754566923,0.1641428069,0.085863192,0.506217892,0.187003376,0.000322782,0.614543301,"Texas"
"1206",12.8,92.8,6.5,1.3,4,8.3,8.2,1.7,0.3,37.9,143.17,7.8,11.6,18.9,0.0201595660195242,0.1654874114,0.323,7.7,0.252,0.1482241016,0.142249369,0.083734203,0.506295688,0.213798321,0.000323969,0.722290224,"Texas"
"1207",17.8,86.6,9,2,6.8,11.8,6.6,0.4,1.1,20.6,131.91,6.9,13.9,16.4,0.0275072894316994,0.1778115543,0.288,7.2,0.302,0.2211750847,0.167355879,0.075328265,0.502836617,0.178008701,0.000372974,0.530565134,"Texas"
"1208",16.8,80.5,14.2,1.9,5.6,11.3,17.2,0.8,1.7,21.9,127.98,7.2,14,18.5,0.0467706960329946,0.2077081345,0.342,6.3,0.325,0.2108491362,0.1787017224,0.098156682,0.484958241,0.168608858,0.000428817,0.609818679,"Texas"
"1209",17,88.2,16.3,1.5,4.3,8.4,17.7,1.6,1.1,19.4,137.14,7.6,11.2,24.3,0.0441326414146794,0.1856167438,0.352,5.4,0.28,0.2013537352,0.1741089495,0.074504112,0.520393277,0.170626874,0.000715765,0.669611307,"Texas"
"1210",12.1,94.4,5.6,1.4,4.3,9.6,1.3,0.6,0.9,12.3,142,4.1,13.9,17.2,0.019512759176417,0.1262470598,0.316,7.4,0.294,0.1587068194,0.1443042896,0.069613716,0.502406502,0.211125326,0.00045223,0.635362235,"Texas"
"1211",14,84.2,9.3,2.6,5.4,10.3,1.3,0.7,4.6,4.5,142.76,6.9,13.4,21.5,0.034295653025979,0.1465113562,0.273,7.5,0.212,0.1349821396,0.1839491923,0.074953846,0.494489634,0.214168651,0.000704927,0.823773163,"Montana"
"1212",8.1,94.8,4.8,1.1,3.4,7.8,0.4,1.4,0.9,3.7,164.5,4.2,11.3,28.4,0.0116200078658515,0.1187418534,0.156,8.2,0.134,0.1118225976,0.1458108477,0.075783972,0.483167786,0.241849953,0.000784205,0.864287869,"Montana"
"1213",11.7,90.2,6.7,1.7,5.3,11.7,0.4,0.7,1.5,2.8,148.41,3.5,15.8,16.8,0.011752492507786,0.1341786234,0.216,8,0.186,0.134792715,0.1685622249,0.061180085,0.501447768,0.214224971,0.000759112,0.826797026,"Montana"
"1214",10.6,93.5,7.2,1.7,3.7,8,4,4.2,0.7,7,155.49,5.5,11.4,25.3,0.0204871529791472,0.1107492041,0.272,8,0.178,0.0851523411,0.1433358702,0.065279291,0.499068264,0.249514627,0.000701541,0.967239766,"Nebraska"
"1215",10.6,90.8,8.1,1.6,3.5,7.6,11.1,3.8,0.6,12.6,153.05,7.3,11.6,22.2,0.0313999435506633,0.1459253637,0.284,8,0.206,0.094102032,0.1707723706,0.077279753,0.506745106,0.223617746,0.001070785,0.979447313,"Nebraska"
"1216",13.3,88.2,8.1,3.1,6,9.9,1,0.4,1,12.9,136.05,5.4,13.2,18,0.0570791769726292,0.1475898481,0.345,7.9,0.265,0.1041804219,0.1807607113,0.063556851,0.505699595,0.198172457,0.000572114,0.91635551,"Nebraska"
"1217",14.5,87.1,10.3,2.9,5.9,10,0.9,0.7,1.9,23.8,138.24,7.5,13.6,17.6,0.0389007752368779,0.1667904471,0.351,8.8,0.248,0.1179225789,0.1892391733,0.083934237,0.513261216,0.175725233,0.000744602,0.647660265,"Nebraska"
"1218",15,89,7.2,2.8,5.8,10.3,1.5,0.9,0.4,8.6,143.04,5.6,14.2,16.6,0.0511581639903368,0.1423162209,0.321,7.9,0.262,0.0910978099,0.1820776865,0.076003983,0.505232068,0.178356979,0.000476778,0.86287478,"Nebraska"
"1219",10.8,89.6,9.3,1.1,2.8,5.6,4.8,1.2,0.6,60.7,126.73,8.6,9.8,24.4,0.0283733438602551,0.1906607837,0.318,8.4,0.318,0.2154918177,0.1484283087,0.0910814,0.494081112,0.195273205,0.000589578,0.638109823,"Texas"
"1220",15.4,83,18.2,2.3,4,7.8,1.4,0.8,0.4,82,121.54,9.2,8.8,22.8,0.0386116078686392,0.2810170651,0.279,7.7,0.289,0.2229629262,0.1593173719,0.069149798,0.489556269,0.174123691,0.000285784,0.852329221,"Texas"
"1221",6.9,97.9,4.4,0.9,3,6.8,9.7,15.1,0.5,15.3,164.61,6,11,18.5,0.00815801883507471,0.1374180948,0.262,7.7,0.195,0.1095027497,0.1211014578,0.077987724,0.508956614,0.189028029,0.000939694,0.906644289,"Texas"
"1222",18.2,89.5,14.1,2,4.7,9.1,14.8,1.1,0.6,22.1,130.59,9.4,12.2,19.1,0.040187388049419,0.2320734036,0.396,6.1,0.327,0.2189910979,0.1828213851,0.086131214,0.511293868,0.181640632,0.000623194,0.733286467,"Texas"
"1223",9.3,95.1,7.7,0.8,2.9,7,4.2,1.6,0.4,38.9,150.61,4.9,10.3,26.2,0.0116785173673028,0.1741934118,0.258,7.7,0.181,0.1596797409,0.150965912,0.074038646,0.502562723,0.22165303,0.000415941,0.881131967,"Texas"
"1224",9.3,93.4,6.8,1.2,3.2,7.2,14,6.7,0.7,30.6,144,6.4,11.6,19.9,0.0129659643435981,0.1610487505,0.309,7.5,0.233,0.156002149,0.137009712,0.081895379,0.493999068,0.194147681,0.000652591,0.789887791,"Texas"
"1225",11.7,88.3,11.9,1.5,4.4,8.4,0.3,0.3,0.2,64.3,124.78,8.4,11.7,19.4,0.033790498906778,0.2239260935,0.298,8.6,0.333,0.1873972338,0.1434795536,0.083225528,0.503739984,0.179077327,0.000227109,0.422658146,"Texas"
"1226",13.2,81.6,12.6,1.9,4.6,9.9,20.7,0.8,0.3,13.1,133.94,9,13.3,17.6,0.0284746575547762,0.1791278613,0.338,6.5,0.327,0.1827100605,0.1633782465,0.084445928,0.511873629,0.190629427,0.000299643,0.587070135,"Texas"
"1227",10,96.6,4.4,1.2,3.2,7.4,6.4,6.8,0.3,24.4,155.6,6.5,10.4,19.5,0.00811689743947177,0.1290913143,0.302,7.5,0.178,0.1133620998,0.1277067042,0.074126578,0.50840902,0.221469932,0.000662715,0.904374241,"Texas"
"1228",16.5,88.6,9.3,1.6,5,9,8.7,1.2,0.3,7.7,132.5,6.6,13.4,18.9,0.0311108983870196,0.1630247695,0.326,6.2,0.315,0.1541068917,0.1812809452,0.095365419,0.505390518,0.210510492,0.000213625,0.565917617,"Texas"
"1229",9.2,91.6,13,1,2.8,6.4,19,7,0.4,42.9,141.01,8.8,10.6,23.1,0.0167921680817278,0.1817799183,0.274,7.2,0.235,0.2111539224,0.1285510412,0.086948131,0.50285255,0.180940706,0.000571834,0.903707282,"Texas"
"1230",18,92.5,7.8,2.3,6.6,13.1,1.8,0.9,0.4,22.2,140.07,6.2,15.6,15.7,0.02313743637205,0.1585109388,0.295,6.7,0.279,0.2212184387,0.1426277087,0.066409724,0.50976364,0.184592752,0.000439918,0.635953216,"Texas"
"1231",9.5,90.4,12.1,1.2,2.9,6.4,22.6,6.3,0.4,40.2,139.89,8.5,10.8,23.4,0.0161499932518808,0.1947684227,0.287,6.8,0.254,0.2256115169,0.1456634984,0.084631799,0.50779267,0.17384757,0.000677532,0.974118496,"Texas"
"1232",10.2,92.4,7.6,1.2,4.3,8.4,3.6,1,0.5,21.4,133.73,6.8,12.5,18.8,0.0221754074731123,0.1490923466,0.305,7.3,0.237,0.189261932,0.1560141866,0.072047748,0.500820706,0.196239889,0.00048128,0.697318033,"Texas"
"1233",13.5,88.7,13.1,1.9,4.3,7.9,14.6,1.6,0.4,26.3,139.17,9.3,11.2,23.3,0.0282788768572742,0.2009631077,0.306,5.3,0.259,0.1791368806,0.1610226677,0.080857882,0.512233094,0.180202561,0.000700123,0.659255191,"Texas"
"1234",9.9,95.4,6.8,1.2,3.5,8.1,5,2.9,0.4,24.1,147.4,6.3,12.3,18.6,0.013030418411812,0.1413961639,0.259,7.5,0.264,0.1564784962,0.1415784463,0.070389271,0.504734782,0.210357364,0.000617607,0.827368754,"Texas"
"1235",11.9,81,23.9,1.2,2.5,5.4,0.4,0.5,0.2,95.5,123.09,11.7,8.5,21.5,0.0308071472581639,0.3591879527,0.311,8.4,0.26,0.2761143189,0.1810121684,0.080466426,0.511108325,0.158331329,0.000322556,0.878811365,"Texas"
"1236",13.9,86.1,20,1.8,3.9,7.3,3.3,2.2,0.2,72.9,134.22,10.8,8.8,29.5,0.0610363326801375,0.2756040476,0.284,7,0.242,0.2040902788,0.1577109238,0.072454907,0.490501736,0.176090247,0.000439464,0.481457222,"Texas"
"1237",14.5,85.3,13.4,1.8,4.4,8,33.7,3.8,0.4,20.7,133.68,9.3,12.5,21.7,0.0254900961172701,0.1904756355,0.343,5.7,0.325,0.2190995041,0.1714933921,0.102588763,0.487437127,0.168064611,0.000593768,0.609799701,"Texas"
"1238",12.4,88.4,9.8,2.5,4.1,8,2.8,1.1,0.6,27.7,135.06,9.2,12,19.1,0.0470725729219082,0.1553483208,0.329,7.9,0.27,0.140260492,0.1610867313,0.070075188,0.49619966,0.179071364,0.000664721,0.925964475,"Nebraska"
"1239",14.9,93.3,5.3,2.4,8.4,16.6,0.8,1.8,2,12.7,147.6,4.7,18.4,13.8,0.0268223739864238,0.1338796906,0.228,7.4,0.178,0.1191985511,0.1359771084,0.078853047,0.498063307,0.190131529,0.000607839,0.936506586,"Nevada"
"1240",10.7,93.1,8.8,0.8,3.2,6.9,0.5,1.1,6.6,24.4,133.27,6.3,12.4,21.1,0.0190621425848265,0.1562489368,0.307,8.3,0.232,0.1298673236,0.1794128187,0.076046338,0.479508511,0.230263137,0.000365842,0.688373141,"Nevada"
"1241",23.3,86.9,11.8,2.6,9.3,17.8,1.9,1.7,1.8,14.7,128.84,4.1,17.4,13.2,0.0529263882150576,0.1944393574,0.328,6.1,0.316,0.1365731463,0.1909303929,0.102671756,0.489003524,0.172802999,0.000306048,0.248737086,"Nevada"
"1242",12.1,92.6,10.2,1.3,4.2,8.9,11.7,9.7,0.9,31.1,138.99,7.4,11.7,21.1,0.019805999784016,0.185580056,0.277,8,0.231,0.1453472215,0.1566671827,0.083792954,0.501169477,0.172599523,0.000552771,0.961196022,"Nevada"
"1243",17.4,91.3,7.1,1.3,6.1,13.5,0.8,1.3,2.7,17.1,131.69,4.7,14.9,16.7,0.0465883027522936,0.1797994195,0.34,7.3,0.286,0.143188126,0.2069564325,0.082181453,0.491998721,0.181851055,0.000171152,0.625048095,"Nevada"
"1244",14.1,90.2,4.8,2.6,5.2,11.5,0.9,1.3,0.2,1.9,149.7,4.2,15.5,19.4,0.0261461833108912,0.1221401081,0.285,8.6,0.203,0.0829460688,0.1696169413,0.058258509,0.510966822,0.19882388,0.000724552,0.754074977,"New Hampshire"
"1245",14.3,90.8,5.8,2.7,5.7,11.7,1.2,3.7,0.3,2.4,157.33,4.3,15.5,20.5,0.0211614282850333,0.1208089881,0.242,8.4,0.211,0.0971195898,0.1439401278,0.066514633,0.506795068,0.186790837,0.001936856,0.90379048,"New Hampshire"
"1246",11.8,94.1,5.1,1.9,4.3,9,2.9,4,0.1,6.8,152.98,5.1,14.7,19.8,0.0238412318451428,0.1257312779,0.281,8.5,0.206,0.078606971,0.1522273623,0.072131366,0.50290734,0.1969097,0.000845878,0.865100656,"New Hampshire"
"1247",9.9,91.5,7.9,2.3,4.3,8.4,20.7,11.1,0.2,17.5,155.95,7.1,13.1,20.2,0.0178469542550113,0.1452536615,0.252,8.4,0.221,0.0987778829,0.129248362,0.088347628,0.510564035,0.178762346,0.001066242,0.975198697,"New Jersey"
"1248",14.3,85.6,11.9,2,4.4,8.5,19.5,1.4,0.8,30.7,127.65,9.8,12.2,20.5,0.0251702302413693,0.231549308,0.347,7.5,0.293,0.1274221866,0.171503382,0.097467225,0.48751276,0.171546311,0.00042989,0.811297786,"New Jersey"
"1249",7.7,94.9,3.4,2.3,4.5,8.5,9.7,17.7,0.3,14.7,168.08,4.1,14.5,16.6,0.015098259472648,0.1114323697,0.223,9.3,0.174,0.0655857523,0.1100704954,0.07909292,0.51182768,0.183460468,0.001114927,0.940258592,"New Jersey"
"1250",13,89.2,6.5,3.2,7.3,11.9,3.1,1.9,0.1,9.2,145.46,4.2,13.4,16.3,0.0254300250477436,0.1423628987,0.287,8.2,0.257,0.0884878235,0.1382636561,0.063432253,0.517874352,0.176855334,0.00044843,0.891405509,"New Jersey"
"1251",13.7,90.6,9.9,2.1,5.3,10.1,14.6,7.9,0.4,18.8,141.89,7.9,14.8,18.5,0.0241119093995004,0.1863050358,0.276,7.5,0.261,0.1085820416,0.185766379,0.081705553,0.515865841,0.174112349,0.000794985,0.918856015,"New Jersey"
"1252",9.3,92.6,6.2,2.2,4.2,8.3,10.3,24,0.2,21.2,155.94,5.3,12.9,20,0.017958622850841,0.1581190581,0.268,8.8,0.25,0.0971477948,0.123478238,0.081112037,0.507789643,0.168076796,0.00093947,0.960068308,"New Jersey"
"1253",14.7,87.3,8.6,2.6,5.3,10.4,13.2,1.1,0.3,9,137.48,6.2,14.7,17.5,0.0271535131854265,0.177793881,0.336,8,0.275,0.0800987598,0.1714674044,0.077703388,0.512327385,0.167823972,0.000373948,0.822586747,"New Jersey"
"1254",13.5,90.2,9.1,2,4.6,8.8,19.3,5.7,0.2,16.8,146.51,8.3,13.4,19.9,0.019720831903573,0.1795612308,0.294,8.1,0.264,0.0875200081,0.1669955604,0.089669357,0.516869548,0.169519668,0.001031467,0.931294619,"New Jersey"
"1255",9.1,90,6.9,2.1,4.1,7.9,21.2,5.1,0.3,31.6,147.18,7.4,12.9,18.9,0.0263409232224805,0.1688837087,0.247,8.9,0.215,0.1304486126,0.1325296382,0.080421114,0.51246333,0.164885355,0.000665724,0.994572217,"New Jersey"
"1256",9.2,91.3,11.8,1.5,3.6,6.7,12.1,15.2,0.4,43.1,150.7,7,10.6,27,0.0238144191130682,0.2074318855,0.231,8.8,0.253,0.1479724516,0.1564503491,0.086442587,0.502205808,0.168868879,0.000520126,0.999285789,"New Jersey"
"1257",8.7,94.1,2.8,2,5.2,10.7,2.6,4.1,0.1,6.5,166.21,3.8,17.2,15.1,0.0128293535609474,0.1058463246,0.214,9.4,0.176,0.0467517708,0.1314844144,0.068592616,0.50640059,0.190197534,0.001139551,0.903162471,"New Jersey"
"1258",8.4,94.4,3,2.5,5,9.2,3.5,10.3,0.1,13.3,167.16,4.4,14.5,16.8,0.0171985399451265,0.1110118884,0.214,9.3,0.188,0.0625695197,0.1198659497,0.070380335,0.509364536,0.180088422,0.001031013,0.94197564,"New Jersey"
"1259",16.3,63.3,30.1,1.4,3.4,7.1,0.7,1.1,75.9,14.2,125.5,9.2,11.4,21.6,0.0608659565638401,0.261603267,0.351,2,0.254,0.1904396577,0.2183017376,0.082731124,0.518372196,0.149417405,0.000690932,0.496894758,"New Mexico"
"1260",13.7,89.9,9,1.6,4.7,10.8,2.3,1.4,12.8,38.9,146.9,6.2,13.8,17.9,0.0296186087519545,0.1695142531,0.238,6.9,0.154,0.1086738671,0.1515314441,0.091911406,0.509494807,0.169254479,0.00062413,0.867430318,"New Mexico"
"1261",19.9,82.9,17.4,3.3,7.7,15.5,1,0.6,2.1,50.5,143.86,5.8,14.7,15.8,0.0402252614641995,0.2139156302,0.225,6.7,0.184,0.0911388783,0.1402566468,0.105238758,0.50675389,0.148980179,0.000803943,0.78532222,"New Mexico"
"1262",16.6,88.1,17.8,1.6,4,6.7,5.1,1.3,1,42.2,133.07,9.1,10.3,26.6,0.0384327527964885,0.2136446776,0.319,6.1,0.279,0.1180665242,0.2057781593,0.082279469,0.480568815,0.190930584,0.000476209,0.791694229,"New Mexico"
"1263",11.8,94.4,6.8,1.1,3.7,7.8,10.1,0.6,0.8,26.2,138.56,6.7,12.2,19,0.0144898459617914,0.1666752495,0.326,7.4,0.261,0.1788193956,0.1297621738,0.073478442,0.507219627,0.177861051,0.000415567,0.671104873,"Texas"
"1264",10.3,94.4,8.9,1.2,3,6.8,16.5,5.4,0.5,28.8,144.69,8.5,11.3,21.6,0.0197128825846035,0.1593396708,0.288,6.9,0.239,0.1768714078,0.15327162,0.082169721,0.510654618,0.178091866,0.000568979,0.928787408,"Texas"
"1265",14.8,83.6,11.1,1.5,4.3,8.5,21,0.6,0.5,17.8,126.12,7.9,11.8,21.6,0.0258366777477307,0.1952958459,0.33,5.7,0.265,0.1907874776,0.1846577467,0.075900411,0.388661794,0.185616016,0.000347343,0.343443156,"Texas"
"1266",17.9,90.8,8.3,3.7,8.9,14.4,1.5,0.8,0.6,26.9,142.6,6.2,14.4,16.5,0.0362560824348822,0.1772254892,0.285,6.8,0.282,0.2111393536,0.1427317192,0.081559303,0.517823858,0.157683771,0.000745756,0.815717884,"Texas"
"1267",13.6,87.6,9.8,2.1,5.4,11.2,9,0.4,0.2,26.8,136.36,5.1,14.7,16.9,0.0333455600386808,0.1691253159,0.286,7.7,0.263,0.1778846154,0.1446040477,0.076702215,0.507124135,0.183299459,0.000236783,0.66203329,"Texas"
"1268",15.8,87.8,12.7,1.4,4.5,8.7,1.7,1,0.3,57.8,127.96,9.1,11.6,19.7,0.0597969892215927,0.2133341848,0.353,8,0.341,0.1880070794,0.1475714216,0.088869336,0.499253566,0.181532245,0.000267233,0.605903957,"Texas"
"1269",11.6,94.8,5.8,1.5,4.6,8.6,2.7,1.9,0.5,21.6,148.66,6.1,12.2,21.3,0.0227487873428683,0.141953064,0.258,7.7,0.284,0.1323094829,0.1425847763,0.077235071,0.508486728,0.211792952,0.00062179,0.780865604,"Texas"
"1270",13,86.3,14.9,1.3,4.5,8.1,9,1.1,0.9,43,125.72,8.7,10.7,19.1,0.0333000333000333,0.2298869175,0.301,7.3,0.274,0.2434394996,0.1736392824,0.077204846,0.5074865,0.17476163,0.000551758,0.496257809,"Texas"
"1271",17,91.2,8.2,1.5,4.1,9.3,1.4,0.5,0.5,19.3,132.51,5.8,13.9,17.9,0.0175682600102482,0.1551438257,0.306,7.8,0.26,0.1848177946,0.1483520999,0.066518847,0.498921728,0.199935561,0.000508316,0.454445516,"Texas"
"1272",15,81.8,15.5,2.4,4.5,9.4,10.4,1.9,0.4,42.5,128.46,6.3,13.9,18.3,0.027358284088422,0.2289241501,0.313,6.1,0.249,0.2114233374,0.1666921908,0.086515354,0.49987899,0.170555287,0.000353549,0.66663942,"Texas"
"1273",8,97.1,3.8,1.1,3.5,7.5,6.3,2.7,0.4,17.6,155.64,5.7,12.2,16.6,0.0139086203642072,0.1267212342,0.26,8,0.262,0.1348260897,0.1338499401,0.076224784,0.507480474,0.208552976,0.000770408,0.883222488,"Texas"
"1274",15.1,90,10.4,1.8,4.7,7.7,8,2.2,0.8,24.4,141.29,7.5,11,25.1,0.0283347863993025,0.1887046807,0.323,6.4,0.267,0.1600313149,0.1842011225,0.087922033,0.509781375,0.186610783,0.000668867,0.838539686,"Texas"
"1275",8.3,90.3,13.1,1.7,3.4,7.6,23.2,1.3,0.4,17.9,134.33,6.9,11.3,29.2,0.0165562913907285,0.1948126932,0.319,5.3,0.261,0.1806086558,0.1741641812,0.082142047,0.417114319,0.200235428,0.000311178,0.779402013,"Texas"
"1276",21.2,87.3,11.4,2.9,8.4,15.5,5,0.6,0.9,10,131.55,6,15.2,14.7,0.0310221808593144,0.157450851,0.294,7.1,0.286,0.1993241026,0.1490060996,0.06315059,0.50197843,0.175843911,0.000484362,0.290534744,"Texas"
"1277",19.9,90.9,12.2,3.1,9,15.4,1.4,2,0.2,27.5,136.64,4.9,15.7,13.9,0.0672494956287828,0.1951767773,0.3,5.9,0.278,0.2172309386,0.1565917612,0.101336303,0.504490494,0.161390977,0.000591716,0.895845928,"Texas"
"1278",18,91.8,10.9,1.2,2.8,5.9,13.6,2.1,0.8,18.3,133.97,8.8,8.6,30.2,0.0213880868356326,0.1753378845,0.313,5.5,0.272,0.1334868467,0.1675938948,0.081863091,0.504954074,0.208750889,0.00026489,0.664164058,"Texas"
"1279",11.6,87.7,16.8,1.7,3.5,7,10.1,5.4,0.6,38.3,126.27,8.4,11.2,21.8,0.0459681733083712,0.2195932249,0.333,6.7,0.289,0.2396142727,0.1836859983,0.093908629,0.484449484,0.182855857,0.000747114,0.829772121,"Texas"
"1280",25.2,78.4,19.8,2.5,8.5,15.4,21.3,0.2,1.6,7.2,129.19,8.2,15.9,11.2,0.121477162293489,0.2258167519,0.328,5.9,0.309,0.1870075575,0.1973879313,0.099706745,0.510096154,0.14194964,0.000236044,0.791652566,"Texas"
"1281",16.3,86.3,8.9,2.2,6.2,11.1,3.8,0.7,0.5,22.2,134.16,5.2,13.9,17.9,0.0395527897901065,0.1892935387,0.295,6.3,0.286,0.1722939593,0.1762560222,0.090692124,0.507668992,0.176574172,0.00052776,0.643625676,"Texas"
"1282",20.8,89.3,7.6,2,5.4,11.4,4.6,1.2,0.6,19.4,138.57,6.9,14.1,15.3,0.0612369871402327,0.1579067031,0.302,6.9,0.273,0.200059952,0.1471041371,0.062692071,0.507177264,0.182834939,0.000437148,0.535752401,"Texas"
"1283",11.9,93.2,5.8,1.9,4.2,8.5,2.7,4,0.2,2.3,165.46,4.9,13.1,25.2,0.0170138298130909,0.1006103244,0.194,8.3,0.154,0.0427358246,0.1182818139,0.067838281,0.510131182,0.226178709,0.001796979,0.933584592,"Vermont"
"1284",13.2,87.7,5.5,2,3.9,9.6,0.5,0.6,0.9,1.6,140.6,5.8,14.7,18.1,0.0323749013577224,0.1196989813,0.287,8.7,0.243,0.0432629596,0.1699417417,0.063331691,0.502483901,0.192082606,0.000491813,0.602186571,"Vermont"
"1285",16.6,85.7,8.6,2.1,5.5,12.4,1,0.5,0.3,1.6,145.37,4.4,16.3,16.5,0.0330011220381493,0.1327015855,0.305,8.3,0.219,0.0506302696,0.1784990574,0.057100298,0.501137375,0.192261006,0.000844704,0.687353893,"Vermont"
"1286",18.2,89.7,6.9,3.3,6.4,12.8,0.7,1,0.2,2,151.51,6.2,16.2,16.7,0.0336785383514355,0.1157924627,0.256,8.1,0.208,0.0527278715,0.1747767935,0.079371817,0.513304413,0.202661664,0.000963736,1,"Vermont"
"1287",13.3,89.2,11.2,2.1,4.2,8,1.6,0.5,1.7,49.1,131.96,6.9,12.4,20.8,0.0259067357512953,0.1735395679,0.312,7.4,0.256,0.1127498781,0.1529820609,0.074048562,0.49540966,0.190056751,0.000416826,0.705697672,"New Mexico"
